gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,direct_seed_payers,truncated_by_depth
100000004746397100,peripheral,0.200000,10,0.286838,"Observed 1 payers, 1 recipients, 219,520 KZT in; insufficient role evidence.",3,False,1,1,219520.000000,7500.000000,1,1,0,False
100000004747154100,peripheral,0.100000,4,0.167176,"Depth 4 boundary: 67,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,67000.000000,0.000000,1,0,0,True
100000004750321100,peripheral,0.200000,18,0.277221,"Observed 2 payers, 0 recipients, 50,185 KZT in; insufficient role evidence.",3,False,2,0,50185.000000,0.000000,2,0,0,False
100000004750897100,peripheral,0.200000,3,0.331715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,0,10000.000000,0.000000,1,0,0,False
100000004756901100,terminal,0.520177,16,0.443936,"Observed 153,248 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,153248.000000,0.000000,1,0,0,False
100000004759121100,peripheral,0.200000,0,0.466012,"Observed 6 payers, 2 recipients, 710,000 KZT in; insufficient role evidence.",1,False,6,2,710000.000000,312000.000000,10,6,1,False
100000004765639100,peripheral,0.200000,0,0.290374,"Observed 1 payers, 2 recipients, 5,000 KZT in; insufficient role evidence.",2,False,1,2,5000.000000,11000.000000,1,2,0,False
100000004770073100,peripheral,0.200000,0,0.266617,"Observed 1 payers, 1 recipients, 5,462 KZT in; insufficient role evidence.",3,False,1,1,5462.400000,5466.970000,1,1,0,False
100000004777215100,peripheral,0.100000,32,0.146007,"Depth 4 boundary: 60,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,60000.000000,0.000000,1,0,0,True
100000004779204100,peripheral,0.200000,0,0.293619,"Observed 1 payers, 1 recipients, 30,450 KZT in; insufficient role evidence.",3,False,1,1,30450.000000,20000.000000,1,2,0,False
100000004780083100,peripheral,0.100000,56,0.127028,"Depth 4 boundary: 9,999 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,9999.000000,0.000000,1,0,0,True
100000004780327100,peripheral,0.100000,47,0.128960,"Depth 4 boundary: 12,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,12000.000000,0.000000,1,0,0,True
100000004783447100,peripheral,0.200000,22,0.348718,"Observed 1 payers, 0 recipients, 26,200 KZT in; insufficient role evidence.",1,False,1,0,26200.000000,0.000000,1,0,1,False
100000004784224100,peripheral,0.200000,21,0.376090,"Observed 1 payers, 1 recipients, 23,500 KZT in; insufficient role evidence.",1,False,1,1,23500.000000,100000.000000,2,1,1,False
100000004788983100,peripheral,0.100000,0,0.157549,"Depth 4 boundary: 27,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,27000.000000,0.000000,1,0,0,True
100000004790991100,terminal,0.526536,16,0.519750,"Observed 239,413 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,239413.000000,0.000000,4,0,1,False
100000004791226100,peripheral,0.100000,0,0.154371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,1,0,0,True
100000004792397100,peripheral,0.200000,22,0.366933,"Observed 1 payers, 0 recipients, 73,520 KZT in; insufficient role evidence.",1,False,1,0,73520.000000,0.000000,1,0,1,False
100000004797167100,peripheral,0.100000,35,0.139013,"Depth 4 boundary: 31,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,31000.000000,0.000000,1,0,0,True
100000004798515100,peripheral,0.100000,7,0.178761,"Depth 4 boundary: 200,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,200000.000000,0.000000,2,0,0,True
100000004800452100,peripheral,0.100000,10,0.122539,"Depth 4 boundary: 6,545 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,6544.530000,0.000000,1,0,0,True
100000004800648100,peripheral,0.100000,7,0.174279,"Depth 4 boundary: 131,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,131000.000000,0.000000,1,0,0,True
100000004806903100,peripheral,0.200000,2,0.342091,"Observed 1 payers, 0 recipients, 18,000 KZT in; insufficient role evidence.",2,False,1,0,18000.000000,0.000000,1,0,0,False
100000004813068100,peripheral,0.200000,21,0.177013,"Observed 0 payers, 3 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,3,0.000000,297000.000000,0,5,0,False
100000004816564100,peripheral,0.200000,3,0.391190,"Observed 1 payers, 1 recipients, 285,480 KZT in; insufficient role evidence.",2,False,1,1,285480.000000,5000.000000,1,1,0,False
100000004820260100,transit,0.669513,3,0.521913,"Observed 234,200 KZT in, 215,350 KZT out, ratio 0.92; transit hypothesis, timing untested.",2,False,1,3,234200.000000,215350.000000,12,10,0,False
100000004825069100,peripheral,0.200000,22,0.284442,"Observed 1 payers, 0 recipients, 30,000 KZT in; insufficient role evidence.",2,False,1,0,30000.000000,0.000000,4,0,0,False
100000004840086100,peripheral,0.100000,0,0.171418,"Depth 4 boundary: 100,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,100000.000000,0.000000,2,0,0,True
100000004841728100,peripheral,0.200000,22,0.360890,"Observed 1 payers, 0 recipients, 52,208 KZT in; insufficient role evidence.",1,False,1,0,52208.000000,0.000000,1,0,1,False
100000004847758100,distributor,0.700000,2,0.658111,"Observed 15 recipients vs 4 payers; 488,800 KZT sent; distribution hypothesis.",1,False,4,15,115171.000000,488800.000000,4,23,1,False
100000004848236100,peripheral,0.100000,0,0.143982,"Depth 4 boundary: 7,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,7500.000000,0.000000,1,0,0,True
100000004850609100,peripheral,0.100000,0,0.147029,"Depth 4 boundary: 10,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,10000.000000,0.000000,1,0,0,True
100000004856746100,peripheral,0.100000,62,0.134371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,1,0,0,True
100000004877085100,peripheral,0.200000,12,0.404781,"Observed 1 payers, 3 recipients, 25,000 KZT in; insufficient role evidence.",3,False,1,3,25000.000000,95600.000000,1,9,0,False
100000004889043100,terminal,0.528527,0,0.406097,"Observed 272,000 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,272000.000000,0.000000,4,0,0,False
100000004890713100,peripheral,0.100000,18,0.141840,"Depth 4 boundary: 40,485 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,40485.000000,0.000000,1,0,0,True
100000004891562100,peripheral,0.100000,47,0.151772,"Depth 4 boundary: 103,400 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,103400.000000,0.000000,1,0,0,True
100000004892144100,peripheral,0.200000,21,0.390623,"Observed 2 payers, 1 recipients, 4,500,000 KZT in; insufficient role evidence.",3,False,2,1,4500000.000000,180300.000000,7,1,0,False
100000004904960100,peripheral,0.200000,0,0.302610,"Observed 2 payers, 0 recipients, 32,000 KZT in; insufficient role evidence.",2,False,2,0,32000.000000,0.000000,2,0,0,False
100000004905207100,terminal,0.534062,40,0.362745,"Observed 380,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,380000.000000,0.000000,1,0,0,False
100000004906181100,peripheral,0.200000,20,0.387923,"Observed 1 payers, 7 recipients, 100,000 KZT in; insufficient role evidence.",3,False,1,7,100000.000000,2473417.910000,1,33,0,False
100000004908173100,peripheral,0.100000,4,0.154887,"Depth 4 boundary: 21,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,21000.000000,0.000000,1,0,0,True
100000004911971100,peripheral,0.100000,20,0.140298,"Depth 4 boundary: 35,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,35000.000000,0.000000,3,0,0,True
100000004917367100,terminal,0.517121,10,0.356035,"Observed 120,000 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,120000.000000,0.000000,2,0,0,False
100000004921657100,peripheral,0.200000,2,0.351395,"Observed 1 payers, 1 recipients, 8,300 KZT in; insufficient role evidence.",3,False,1,1,8300.000000,22190.000000,1,1,0,False
100000004931931100,peripheral,0.200000,0,0.299131,"Observed 1 payers, 1 recipients, 23,938 KZT in; insufficient role evidence.",3,False,1,1,23938.000000,45000.000000,1,1,0,False
100000004948177100,terminal,0.536505,16,0.561485,"Observed 437,163 KZT from 3 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,3,0,437163.000000,0.000000,8,0,1,False
100000004950490100,peripheral,0.200000,1,0.265048,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",2,False,1,0,10000.000000,0.000000,1,0,0,False
100000004959752100,peripheral,0.200000,2,0.345793,"Observed 1 payers, 0 recipients, 22,200 KZT in; insufficient role evidence.",3,False,1,0,22200.000000,0.000000,1,0,0,False
100000004962193100,consolidator,0.880000,0,0.543665,"Observed 8 payers, 900,468 KZT in, 0% onward; consolidation hypothesis.",2,False,8,0,900468.000000,0.000000,11,0,0,False
100000004970752100,peripheral,0.200000,0,0.265048,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,0,10000.000000,0.000000,1,0,0,False
100000004971871100,peripheral,0.200000,52,0.142525,"Observed 1 payers, 1 recipients, 25,400 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,1,1,25400.000000,5650.000000,3,1,0,False
100000004975919100,peripheral,0.200000,8,0.272007,"Observed 1 payers, 2 recipients, 22,351 KZT in; insufficient role evidence.",3,False,1,2,22351.000000,15000.000000,1,2,0,False
100000004976946100,peripheral,0.100000,65,0.160953,"Depth 4 boundary: 246,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,246000.000000,0.000000,1,0,0,True
100000004979264100,peripheral,0.100000,4,0.161659,"Depth 4 boundary: 39,800 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,39800.000000,0.000000,1,0,0,True
100000004979283100,peripheral,0.200000,18,0.256246,"Observed 1 payers, 0 recipients, 40,132 KZT in; insufficient role evidence.",3,False,1,0,40132.000000,0.000000,1,0,0,False
100000004979498100,peripheral,0.200000,58,0.344488,"Observed 1 payers, 1 recipients, 700,000 KZT in; insufficient role evidence.",2,False,1,1,700000.000000,200000.000000,2,1,0,False
100000004981068100,peripheral,0.100000,8,0.127029,"Depth 4 boundary: 10,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,10000.000000,0.000000,1,0,0,True
100000004984689100,peripheral,0.200000,8,0.261166,"Observed 1 payers, 0 recipients, 53,030 KZT in; insufficient role evidence.",3,False,1,0,53030.000000,0.000000,1,0,0,False
100000004988240100,peripheral,0.100000,0,0.154371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,1,0,0,True
100000004991593100,peripheral,0.100000,8,0.142960,"Depth 4 boundary: 45,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,45000.000000,0.000000,2,0,0,True
100000004991812100,peripheral,0.200000,29,0.231715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,0,10000.000000,0.000000,1,0,0,False
100000004993576100,terminal,0.521326,3,0.445683,"Observed 167,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,167000.000000,0.000000,1,0,0,False
100000004997515100,peripheral,0.200000,4,0.370713,"Observed 4 payers, 4 recipients, 395,000 KZT in; insufficient role evidence.",3,False,4,4,395000.000000,54500.000000,4,4,0,False
100000005008589100,peripheral,0.200000,0,0.290718,"Observed 1 payers, 0 recipients, 42,807 KZT in; insufficient role evidence.",3,False,1,0,42806.680000,0.000000,1,0,0,False
100000005010159100,peripheral,0.100000,8,0.123390,"Depth 4 boundary: 7,092 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,7092.000000,0.000000,1,0,0,True
100000005017150100,peripheral,0.200000,75,0.036667,"Observed 0 payers, 0 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,0,0.000000,0.000000,0,0,0,False
100000005022552100,peripheral,0.200000,16,0.388256,"Observed 1 payers, 1 recipients, 241,000 KZT in; insufficient role evidence.",3,False,1,1,241000.000000,5000.000000,3,1,0,False
100000005022964100,peripheral,0.200000,2,0.343951,"Observed 1 payers, 0 recipients, 20,000 KZT in; insufficient role evidence.",2,False,1,0,20000.000000,0.000000,1,0,0,False
100000005025629100,peripheral,0.100000,10,0.120158,"Depth 4 boundary: 5,227 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5227.000000,0.000000,1,0,0,True
100000005030592100,peripheral,0.200000,3,0.331715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",2,False,1,0,10000.000000,0.000000,1,0,0,False
100000005031696100,peripheral,0.200000,48,0.292611,"Observed 1 payers, 2 recipients, 5,000 KZT in; insufficient role evidence.",2,False,1,2,5000.000000,115000.000000,1,3,0,False
100000005032294100,peripheral,0.200000,40,0.231715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",2,False,1,0,10000.000000,0.000000,1,0,0,False
100000005034574100,terminal,0.527744,73,0.454701,"Observed 258,816 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,258816.000000,0.000000,16,0,1,False
100000005037490100,peripheral,0.200000,12,0.375296,"Observed 1 payers, 2 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,2,15000.000000,30000.000000,1,3,0,False
100000005041147100,peripheral,0.100000,0,0.147029,"Depth 4 boundary: 10,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,10000.000000,0.000000,1,0,0,True
100000005041905100,peripheral,0.200000,22,0.347794,"Observed 1 payers, 1 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,1,5000.000000,1080351.000000,1,5,0,False
100000005042822100,peripheral,0.100000,36,0.175809,"Depth 4 boundary: 1,000,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,1000000.000000,0.000000,1,0,0,True
100000005048668100,peripheral,0.200000,8,0.345519,"Observed 2 payers, 8 recipients, 16,668 KZT in; insufficient role evidence.",3,False,2,8,16668.000000,159400.000000,2,11,0,False
100000005049404100,peripheral,0.100000,10,0.151204,"Depth 4 boundary: 98,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,98000.000000,0.000000,2,0,0,True
100000005052998100,peripheral,0.200000,0,0.288569,"Observed 1 payers, 1 recipients, 9,500 KZT in; insufficient role evidence.",3,False,1,1,9500.000000,28400.000000,1,1,0,False
100000005053653100,peripheral,0.200000,12,0.387150,"Observed 2 payers, 1 recipients, 63,073 KZT in; insufficient role evidence.",2,False,2,1,63073.000000,25000.000000,2,1,0,False
100000005055454100,peripheral,0.200000,27,0.257444,"Observed 1 payers, 0 recipients, 6,500 KZT in; insufficient role evidence.",3,False,1,0,6500.000000,0.000000,1,0,0,False
100000005056870100,peripheral,0.200000,55,0.343951,"Observed 1 payers, 0 recipients, 20,000 KZT in; insufficient role evidence.",1,False,1,0,20000.000000,0.000000,1,0,1,False
100000005059998100,peripheral,0.200000,0,0.275424,"Observed 1 payers, 0 recipients, 18,000 KZT in; insufficient role evidence.",2,False,1,0,18000.000000,0.000000,1,0,0,False
100000005061890100,peripheral,0.200000,2,0.370504,"Observed 1 payers, 0 recipients, 90,000 KZT in; insufficient role evidence.",3,False,1,0,90000.000000,0.000000,1,0,0,False
100000005074393100,peripheral,0.200000,12,0.536213,"Observed 4 payers, 6 recipients, 563,026 KZT in; insufficient role evidence.",1,False,4,6,563026.000000,685500.000000,5,10,1,False
100000005075949100,peripheral,0.100000,57,0.184285,"Depth 4 boundary: 2,226,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,2226000.000000,0.000000,7,0,0,True
100000005077484100,peripheral,0.200000,27,0.331411,"Observed 1 payers, 2 recipients, 150,000 KZT in; insufficient role evidence.",2,False,1,2,150000.000000,13550.000000,1,2,0,False
100000005079473100,peripheral,0.100000,8,0.141529,"Depth 4 boundary: 39,312 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,39312.000000,0.000000,1,0,0,True
100000005079754100,peripheral,0.200000,2,0.467575,"Observed 1 payers, 2 recipients, 70,000 KZT in; insufficient role evidence.",1,False,1,2,70000.000000,122000.000000,1,2,1,False
100000005082652100,peripheral,0.200000,1,0.284442,"Observed 1 payers, 0 recipients, 30,000 KZT in; insufficient role evidence.",3,False,1,0,30000.000000,0.000000,1,0,0,False
100000005087431100,peripheral,0.200000,76,0.036667,"Observed 0 payers, 0 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,0,0.000000,0.000000,0,0,0,False
100000005087923100,peripheral,0.100000,41,0.194371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,1,0,0,True
100000005089460100,peripheral,0.200000,22,0.268703,"Observed 1 payers, 0 recipients, 12,300 KZT in; insufficient role evidence.",3,False,1,0,12300.000000,0.000000,1,0,0,False
100000005092518100,peripheral,0.200000,22,0.348680,"Observed 1 payers, 0 recipients, 26,144 KZT in; insufficient role evidence.",1,False,1,0,26144.000000,0.000000,1,0,1,False
100000005093521100,peripheral,0.200000,2,0.405773,"Observed 1 payers, 0 recipients, 15,200 KZT in; insufficient role evidence.",1,False,1,0,15200.000000,0.000000,1,0,1,False
100000005100475100,peripheral,0.200000,41,0.356188,"Observed 1 payers, 0 recipients, 40,000 KZT in; insufficient role evidence.",3,False,1,0,40000.000000,0.000000,1,0,0,False
100000005105153100,peripheral,0.200000,0,0.284442,"Observed 1 payers, 0 recipients, 30,000 KZT in; insufficient role evidence.",2,False,1,0,30000.000000,0.000000,1,0,0,False
100000005124479100,peripheral,0.200000,0,0.397663,"Observed 2 payers, 2 recipients, 137,753 KZT in; insufficient role evidence.",1,False,2,2,137753.000000,22000.000000,2,2,1,False
100000005127767100,peripheral,0.200000,19,0.225419,"Observed 1 payers, 0 recipients, 7,000 KZT in; insufficient role evidence.",3,False,1,0,7000.000000,0.000000,1,0,0,False
100000005133757100,peripheral,0.200000,8,0.348454,"Observed 2 payers, 0 recipients, 65,000 KZT in; insufficient role evidence.",1,False,2,0,65000.000000,0.000000,2,0,1,False
100000005140601100,peripheral,0.200000,8,0.317508,"Observed 3 payers, 2 recipients, 52,685 KZT in; insufficient role evidence.",2,False,3,2,52685.000000,195300.000000,4,5,0,False
100000005142492100,peripheral,0.200000,41,0.365294,"Observed 1 payers, 1 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,1,10000.000000,57000.000000,1,1,0,False
100000005142589100,peripheral,0.200000,0,0.293460,"Observed 1 payers, 0 recipients, 50,000 KZT in; insufficient role evidence.",2,False,1,0,50000.000000,0.000000,2,0,0,False
100000005146665100,peripheral,0.100000,44,0.120697,"Depth 4 boundary: 5,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5500.000000,0.000000,1,0,0,True
100000005168487100,peripheral,0.200000,11,0.308695,"Observed 1 payers, 1 recipients, 15,000 KZT in; insufficient role evidence.",2,False,1,1,15000.000000,103510.000000,1,14,0,False
100000005171642100,transit,0.731056,41,0.541945,"Observed 696,800 KZT in, 683,600 KZT out, ratio 0.98; transit hypothesis, timing untested.",3,False,2,1,696800.000000,683600.000000,5,4,0,False
100000005172860100,peripheral,0.200000,0,0.272450,"Observed 1 payers, 0 recipients, 15,209 KZT in; insufficient role evidence.",3,False,1,0,15209.200000,0.000000,1,0,0,False
100000005175148100,peripheral,0.200000,3,0.388300,"Observed 2 payers, 1 recipients, 79,000 KZT in; insufficient role evidence.",2,False,2,1,79000.000000,15000.000000,4,1,0,False
100000005182219100,peripheral,0.200000,10,0.278838,"Observed 2 payers, 0 recipients, 55,000 KZT in; insufficient role evidence.",3,False,2,0,55000.000000,0.000000,2,0,0,False
100000005183943100,terminal,0.544630,23,0.475155,"Observed 680,900 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,680900.000000,0.000000,9,0,1,False
100000005186109100,peripheral,0.200000,3,0.319480,"Observed 1 payers, 0 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,0,5000.000000,0.000000,1,0,0,False
100000005186131100,peripheral,0.200000,0,0.277284,"Observed 1 payers, 1 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,1,10000.000000,10000.000000,1,1,0,False
100000005187208100,peripheral,0.200000,10,0.237855,"Observed 1 payers, 0 recipients, 14,160 KZT in; insufficient role evidence.",3,False,1,0,14160.000000,0.000000,1,0,0,False
100000005189258100,peripheral,0.100000,10,0.144076,"Depth 4 boundary: 50,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,50000.000000,0.000000,1,0,0,True
100000005198498100,peripheral,0.200000,22,0.283722,"Observed 1 payers, 0 recipients, 28,800 KZT in; insufficient role evidence.",3,False,1,0,28800.000000,0.000000,1,0,0,False
100000005198906100,peripheral,0.200000,10,0.291037,"Observed 1 payers, 1 recipients, 227,970 KZT in; insufficient role evidence.",3,False,1,1,227970.000000,60000.000000,1,1,0,False
100000005203590100,peripheral,0.200000,41,0.370504,"Observed 1 payers, 0 recipients, 90,000 KZT in; insufficient role evidence.",2,False,1,0,90000.000000,0.000000,1,0,0,False
100000005205745100,peripheral,0.200000,41,0.322698,"Observed 1 payers, 0 recipients, 6,000 KZT in; insufficient role evidence.",2,False,1,0,6000.000000,0.000000,1,0,0,False
100000005209352100,peripheral,0.100000,0,0.139688,"Depth 4 boundary: 5,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5000.000000,0.000000,1,0,0,True
100000005222360100,peripheral,0.200000,40,0.252248,"Observed 1 payers, 1 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,1,5000.000000,27000.000000,1,1,0,False
100000005226217100,peripheral,0.100000,4,0.152956,"Depth 4 boundary: 17,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,17500.000000,0.000000,1,0,0,True
100000005228059100,peripheral,0.200000,22,0.348583,"Observed 1 payers, 0 recipients, 26,000 KZT in; insufficient role evidence.",1,False,1,0,26000.000000,0.000000,1,0,1,False
100000005233755100,peripheral,0.200000,28,0.251109,"Observed 1 payers, 1 recipients, 25,000 KZT in; insufficient role evidence.",3,False,1,1,25000.000000,5000.000000,1,1,0,False
100000005235389100,peripheral,0.200000,77,0.036667,"Observed 0 payers, 0 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,0,0.000000,0.000000,0,0,0,False
100000005237935150,peripheral,0.200000,24,0.253580,"Observed 1 payers, 0 recipients, 34,508 KZT in; insufficient role evidence.",2,False,1,0,34508.000000,0.000000,1,0,0,False
100000005241556100,terminal,0.515051,35,0.335374,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,100000.000000,0.000000,1,0,0,False
100000005242320100,distributor,0.760000,24,0.565094,"Observed 21 recipients vs 2 payers; 8,936,295 KZT sent; distribution hypothesis.",2,False,2,21,365700.000000,8936295.000000,2,29,0,False
100000005264874100,peripheral,0.200000,26,0.290751,"Observed 1 payers, 2 recipients, 30,000 KZT in; insufficient role evidence.",3,False,1,2,30000.000000,78000.000000,1,3,0,False
100000005264990100,peripheral,0.200000,49,0.197607,"Observed 1 payers, 2 recipients, 17,070 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,1,2,17070.000000,122000.000000,1,2,0,False
100000005265073100,peripheral,0.200000,49,0.337655,"Observed 1 payers, 1 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,1,5000.000000,9000.000000,1,1,0,False
100000005268319100,peripheral,0.200000,0,0.353633,"Observed 1 payers, 5 recipients, 19,713 KZT in; insufficient role evidence.",3,False,1,5,19712.800000,91000.000000,2,10,0,False
100000005272139100,peripheral,0.100000,16,0.216723,"Depth 4 boundary: 165,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,165000.000000,0.000000,1,0,0,True
100000005287097100,peripheral,0.200000,16,0.543866,"Observed 2 payers, 9 recipients, 127,173 KZT in; insufficient role evidence.",1,False,2,9,127173.000000,697300.000000,5,42,1,False
100000005293969100,peripheral,0.100000,0,0.140633,"Depth 4 boundary: 5,467 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5466.970000,0.000000,1,0,0,True
100000005308954100,peripheral,0.200000,16,0.372190,"Observed 1 payers, 1 recipients, 69,020 KZT in; insufficient role evidence.",3,False,1,1,69020.000000,30000.000000,1,1,0,False
100000005314565100,terminal,0.525155,0,0.384527,"Observed 218,500 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,218500.000000,0.000000,3,0,0,False
100000005316708100,peripheral,0.200000,24,0.378049,"Observed 1 payers, 2 recipients, 90,000 KZT in; insufficient role evidence.",1,False,1,2,90000.000000,257500.000000,1,4,1,False
100000005317181100,peripheral,0.200000,0,0.313519,"Observed 1 payers, 1 recipients, 141,250 KZT in; insufficient role evidence.",3,False,1,1,141250.000000,14500.000000,1,1,0,False
100000005326681100,peripheral,0.200000,3,0.351817,"Observed 1 payers, 0 recipients, 31,228 KZT in; insufficient role evidence.",2,False,1,0,31228.000000,0.000000,1,0,0,False
100000005328215100,peripheral,0.200000,11,0.282582,"Observed 1 payers, 0 recipients, 27,000 KZT in; insufficient role evidence.",2,False,1,0,27000.000000,0.000000,1,0,0,False
100000005339662100,peripheral,0.200000,3,0.505859,"Observed 4 payers, 4 recipients, 202,939 KZT in; insufficient role evidence.",1,False,4,4,202939.000000,295160.000000,9,15,1,False
100000005342513100,peripheral,0.200000,22,0.322902,"Observed 1 payers, 1 recipients, 235,000 KZT in; insufficient role evidence.",3,False,1,1,235000.000000,30000.000000,2,1,0,False
100000005357034100,peripheral,0.200000,0,0.264609,"Observed 1 payers, 0 recipients, 9,754 KZT in; insufficient role evidence.",3,False,1,0,9754.000000,0.000000,1,0,0,False
100000005357705100,peripheral,0.200000,8,0.336990,"Observed 1 payers, 4 recipients, 52,595 KZT in; insufficient role evidence.",3,False,1,4,52595.000000,387080.000000,1,5,0,False
100000005360814100,peripheral,0.100000,8,0.155281,"Depth 4 boundary: 144,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,144000.000000,0.000000,3,0,0,True
100000005362848100,peripheral,0.200000,18,0.250510,"Observed 1 payers, 0 recipients, 29,000 KZT in; insufficient role evidence.",3,False,1,0,29000.000000,0.000000,1,0,0,False
100000005363908100,peripheral,0.200000,71,0.355741,"Observed 1 payers, 1 recipients, 19,500 KZT in; insufficient role evidence.",1,False,1,1,19500.000000,19500.000000,1,1,1,False
100000005367180100,peripheral,0.100000,8,0.124261,"Depth 4 boundary: 7,700 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,7700.000000,0.000000,1,0,0,True
100000005367284100,peripheral,0.200000,0,0.314287,"Observed 1 payers, 2 recipients, 13,700 KZT in; insufficient role evidence.",3,False,1,2,13700.000000,48300.000000,1,5,0,False
100000005367445100,peripheral,0.200000,4,0.265048,"Observed 1 payers, 1 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,1,5000.000000,5000.000000,1,1,0,False
100000005370558100,peripheral,0.100000,0,0.139688,"Depth 4 boundary: 5,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5000.000000,0.000000,1,0,0,True
100000005370580100,peripheral,0.200000,12,0.173612,"Observed 1 payers, 0 recipients, 24,075 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,1,0,24075.000000,0.000000,1,0,0,False
